Time[s], Í¨µÀ 0
-0.074616, 0
-0.072962, 1
-0.071309, 0
-0.070804, 1
-0.064999, 0
-0.064494, 1
-0.062840, 0
-0.062335, 1
-0.060682, 0
-0.060176, 1
-0.058523, 0
-0.058018, 1
-0.056364, 0
-0.055859, 1
-0.055354, 0
-0.054848, 1
-0.054343, 0
-0.053838, 1
-0.053333, 0
-0.052827, 1
-0.052322, 0
-0.051817, 1
-0.046011, 0
-0.045506, 1
-0.043853, 0
-0.043347, 1
-0.042842, 0
-0.041189, 1
-0.039535, 0
-0.037882, 1
-0.036228, 0
-0.034574, 1
-0.034069, 0
-0.033564, 1
-0.033059, 0
-0.032554, 1
-0.032049, 0
-0.030395, 1
-0.028741, 0
-0.028236, 1
-0.022432, 0
-0.021926, 1
-0.020273, 0
-0.018619, 1
-0.016966, 0
-0.016460, 1
-0.014807, 0
-0.013153, 1
-0.012648, 0
-0.012143, 1
-0.011638, 0
-0.011133, 1
-0.010627, 0
-0.010122, 1
-0.009617, 0
-0.007963, 1
-0.007458, 0
-0.005805, 1
0.000000, 0
0.000505, 1
0.002159, 0
0.003812, 1
0.004317, 0
0.005971, 1
0.006476, 0
0.006982, 1
0.007487, 0
0.009140, 1
0.009645, 0
0.010151, 1
0.010656, 0
0.012309, 1
0.012815, 0
0.013320, 1
0.014973, 0
0.015479, 1
0.021282, 0
0.021788, 1
0.023441, 0
0.023946, 1
0.024451, 0
0.024957, 1
0.026610, 0
0.028264, 1
0.029917, 0
0.030423, 1
0.030928, 0
0.031433, 1
0.033086, 0
0.033592, 1
0.034097, 0
0.035751, 1
0.036256, 0
0.036761, 1
0.042563, 0
0.043069, 1
0.044722, 0
0.045228, 1
0.045733, 0
0.046238, 1
0.047891, 0
0.049545, 1
0.050050, 0
0.051704, 1
0.053357, 0
0.053863, 1
0.055516, 0
0.057170, 1
0.057675, 0
0.058180, 1
0.058685, 0
0.059190, 1
0.064993, 0
0.065498, 1
0.067152, 0
0.067657, 1
0.068162, 0
0.068668, 1
0.069173, 0
0.069678, 1
0.071331, 0
0.071837, 1
0.073490, 0
0.075144, 1
0.075649, 0
0.077303, 1
0.077808, 0
0.079461, 1
0.081115, 0
0.081620, 1
0.087423, 0
0.087928, 1
0.089581, 0
0.091235, 1
0.092888, 0
0.094542, 1
0.096195, 0
0.096701, 1
0.097206, 0
0.097711, 1
0.098216, 0
0.098722, 1
0.099227, 0
0.100880, 1
0.101386, 0
0.101891, 1
0.102396, 0
0.104050, 1
0.109854, 0
0.110360, 1
0.112013, 0
0.113667, 1
0.115320, 0
0.115825, 1
0.116330, 0
0.116836, 1
0.118489, 0
0.120143, 1
0.120648, 0
0.121153, 1
0.121658, 0
0.122164, 1
0.122669, 0
0.124322, 1
0.124827, 0
0.126481, 1
0.132286, 0
0.132791, 1
0.134444, 0
0.134950, 1
0.135455, 0
0.135960, 1
0.136465, 0
0.136971, 1
0.138624, 0
0.139129, 1
0.139635, 0
0.141288, 1
0.142942, 0
0.144595, 1
0.145100, 0
0.145606, 1
0.147259, 0
0.147764, 1
0.153567, 0
0.154072, 1
0.155726, 0
0.156231, 1
0.156736, 0
0.157242, 1
0.158895, 0
0.160549, 1
0.162202, 0
0.162707, 1
0.164361, 0
0.164866, 1
0.166519, 0
0.168173, 1
0.168678, 0
0.169184, 1
0.170837, 0
0.171342, 1
0.177147, 0
0.177652, 1
0.179306, 0
0.179811, 1
0.180316, 0
0.180821, 1
0.182475, 0
0.182980, 1
0.183485, 0
0.183991, 1
0.184496, 0
0.186149, 1
0.186654, 0
0.187160, 1
0.188813, 0
0.189318, 1
0.190972, 0
0.191477, 1
0.197280, 0
0.197785, 1
0.199439, 0
0.201092, 1
0.202746, 0
0.204399, 1
0.204904, 0
0.205410, 1
0.205915, 0
0.207568, 1
0.208074, 0
0.208579, 1
0.210232, 0
0.210738, 1
0.211243, 0
0.212896, 1
0.213401, 0
0.215055, 1
0.220860, 0
0.221365, 1
0.223018, 0
0.223524, 1
0.224029, 0
0.225682, 1
0.226188, 0
0.226693, 1
0.227198, 0
0.227703, 1
0.229357, 0
0.231010, 1
0.231515, 0
0.232021, 1
0.232526, 0
0.234180, 1
0.234685, 0
0.235190, 1
0.240993, 0
0.241498, 1
0.243151, 0
0.243657, 1
0.244162, 0
0.245815, 1
0.246321, 0
0.247974, 1
0.249628, 0
0.250133, 1
0.251786, 0
0.252292, 1
0.252797, 0
0.254450, 1
0.254955, 0
0.256609, 1
0.258263, 0
0.258768, 1
0.264572, 0
0.265078, 1
0.266731, 0
0.267237, 1
0.267742, 0
0.269395, 1
0.269900, 0
0.271554, 1
0.272059, 0
0.273713, 1
0.275366, 0
0.275872, 1
0.277525, 0
0.278030, 1
0.279684, 0
0.280189, 1
0.280694, 0
0.281199, 1
0.287013, 0
0.287518, 1
0.289172, 0
0.290825, 1
0.292479, 0
0.292984, 1
0.294638, 0
0.296291, 1
0.296796, 0
0.297302, 1
0.297807, 0
0.299460, 1
0.299966, 0
0.301619, 1
0.302124, 0
0.302630, 1
0.303135, 0
0.304788, 1
0.310591, 0
0.311096, 1
0.312750, 0
0.313255, 1
0.313760, 0
0.315414, 1
0.315919, 0
0.317572, 1
0.319226, 0
0.319731, 1
0.320236, 0
0.321890, 1
0.323543, 0
0.324049, 1
0.324554, 0
0.326207, 1
0.327861, 0
0.328366, 1
0.334385, 0
0.336039, 1
0.336544, 0
0.338197, 1
0.339851, 0
0.340356, 1
0.340861, 0
0.341366, 1
0.343020, 0
0.343525, 1
0.345179, 0
0.346832, 1
0.347337, 0
0.348991, 1
0.349496, 0
0.350001, 1
0.350507, 0
0.352160, 1
0.357967, 0
0.358472, 1
0.360126, 0
0.361779, 1
0.363433, 0
0.365086, 1
0.366740, 0
0.367245, 1
0.367750, 0
0.368255, 1
0.369909, 0
0.370414, 1
0.370919, 0
0.371425, 1
0.373078, 0
0.373583, 1
0.374088, 0
0.375742, 1
0.381547, 0
0.382052, 1
0.383705, 0
0.384211, 1
0.384716, 0
0.386369, 1
0.386875, 0
0.388528, 1
0.389033, 0
0.390687, 1
0.391192, 0
0.392846, 1
0.394499, 0
0.395004, 1
0.395510, 0
0.397163, 1
0.397668, 0
0.398174, 1
0.403978, 0
0.404484, 1
0.406137, 0
0.406642, 1
0.408296, 0
0.408801, 1
0.410454, 0
0.410960, 1
0.412613, 0
0.413119, 1
0.413624, 0
0.414129, 1
0.414634, 0
0.415139, 1
0.415644, 0
0.416150, 1
0.416655, 0
0.417160, 1
0.422966, 0
0.423471, 1
0.425125, 0
0.425630, 1
0.426135, 0
0.427789, 1
0.429442, 0
0.431096, 1
0.432749, 0
0.434403, 1
0.434908, 0
0.435413, 1
0.435918, 0
0.436424, 1
0.436929, 0
0.438582, 1
0.440236, 0
0.440741, 1
0.446546, 0
0.447051, 1
0.448705, 0
0.450358, 1
0.452012, 0
0.452517, 1
0.454170, 0
0.455824, 1
0.456329, 0
0.456834, 1
0.457339, 0
0.457845, 1
0.458350, 0
0.458855, 1
0.459360, 0
0.461014, 1
0.461519, 0
0.463173, 1
0.468977, 0
0.469483, 1
0.471136, 0
0.472790, 1
0.473295, 0
0.474948, 1
0.475453, 0
0.475959, 1
0.476464, 0
0.478118, 1
0.478623, 0
0.479128, 1
0.479633, 0
0.481287, 1
0.481792, 0
0.482297, 1
0.483951, 0
0.484456, 1
0.490260, 0
0.490765, 1
0.492418, 0
0.492924, 1
0.493429, 0
0.493934, 1
0.495587, 0
0.497241, 1
0.498895, 0
0.499400, 1
0.499905, 0
0.500410, 1
0.502064, 0
0.502569, 1
0.503074, 0
0.504728, 1
0.505233, 0
0.505738, 1
0.511541, 0
0.512046, 1
0.513700, 0
0.514205, 1
0.514710, 0
0.515215, 1
0.516869, 0
0.518522, 1
0.519027, 0
0.520681, 1
0.522335, 0
0.522840, 1
0.524493, 0
0.526147, 1
0.526652, 0
0.527157, 1
0.527662, 0
0.528168, 1
0.533970, 0
0.534476, 1
0.536129, 0
0.536634, 1
0.537140, 0
0.537645, 1
0.538150, 0
0.538655, 1
0.540309, 0
0.540814, 1
0.542468, 0
0.542973, 1
0.544626, 0
0.546280, 1
0.546785, 0
0.547290, 1
0.547795, 0
0.548301, 1
0.554103, 0
0.554609, 1
0.556262, 0
0.556767, 1
0.557273, 0
0.558926, 1
0.559431, 0
0.559937, 1
0.561590, 0
0.563244, 1
0.563749, 0
0.564254, 1
0.564759, 0
0.565265, 1
0.566918, 0
0.567423, 1
0.569077, 0
0.569582, 1
0.575385, 0
0.575890, 1
0.577543, 0
0.578049, 1
0.578554, 0
0.579059, 1
0.580713, 0
0.582366, 1
0.584020, 0
0.584525, 1
0.585030, 0
0.586684, 1
0.588337, 0
0.589991, 1
0.590496, 0
0.591001, 1
0.591506, 0
0.592012, 1
0.597814, 0
0.598319, 1
0.599973, 0
0.600478, 1
0.600983, 0
0.602637, 1
0.603142, 0
0.604796, 1
0.605301, 0
0.606955, 1
0.608608, 0
0.610261, 1
0.610767, 0
0.611272, 1
0.611777, 0
0.612282, 1
0.612787, 0
0.613293, 1
0.619095, 0
0.619601, 1
0.621254, 0
0.621759, 1
0.622265, 0
0.623918, 1
0.624423, 0
0.626077, 1
0.627730, 0
0.628236, 1
0.629889, 0
0.631543, 1
0.633196, 0
0.634850, 1
0.635355, 0
0.635860, 1
0.636365, 0
0.636871, 1
0.642675, 0
0.643181, 1
0.644834, 0
0.645339, 1
0.645844, 0
0.646350, 1
0.648003, 0
0.649657, 1
0.650162, 0
0.651816, 1
0.653469, 0
0.653974, 1
0.655628, 0
0.657281, 1
0.657786, 0
0.658292, 1
0.658797, 0
0.659302, 1
0.665107, 0
0.665612, 1
0.667266, 0
0.667771, 1
0.668276, 0
0.668781, 1
0.669286, 0
0.670940, 1
0.671445, 0
0.671950, 1
0.672456, 0
0.674109, 1
0.675763, 0
0.677416, 1
0.679070, 0
0.679575, 1
0.681228, 0
0.681734, 1
0.687536, 0
0.688042, 1
0.689695, 0
0.690200, 1
0.690706, 0
0.692359, 1
0.694013, 0
0.694518, 1
0.696171, 0
0.696677, 1
0.697182, 0
0.698835, 1
0.700489, 0
0.700994, 1
0.701499, 0
0.703153, 1
0.703658, 0
0.704163, 1
0.709968, 0
0.710473, 1
0.712127, 0
0.712632, 1
0.713137, 0
0.713642, 1
0.714148, 0
0.715801, 1
0.716306, 0
0.716812, 1
0.717317, 0
0.718970, 1
0.719475, 0
0.719981, 1
0.720486, 0
0.722140, 1
0.723793, 0
0.724298, 1
0.730101, 0
0.730606, 1
0.732260, 0
0.732765, 1
0.733270, 0
0.733775, 1
0.735429, 0
0.735934, 1
0.736439, 0
0.736945, 1
0.738598, 0
0.740252, 1
0.741905, 0
0.742410, 1
0.744064, 0
0.745717, 1
0.747371, 0
0.747876, 1
0.753691, 0
0.754196, 1
0.755850, 0
0.757503, 1
0.759157, 0
0.759662, 1
0.760167, 0
0.760672, 1
0.761177, 0
0.761683, 1
0.762188, 0
0.762693, 1
0.764347, 0
0.766000, 1
0.766505, 0
0.768159, 1
0.768664, 0
0.770318, 1
0.776120, 0
0.776626, 1
0.778279, 0
0.778784, 1
0.779290, 0
0.779795, 1
0.781448, 0
0.783102, 1
0.784755, 0
0.785261, 1
0.786914, 0
0.787419, 1
0.789073, 0
0.790726, 1
0.791232, 0
0.791737, 1
0.793390, 0
0.793896, 1
0.809111, 0
0.809616, 1
0.811270, 0
0.811775, 1
0.813428, 0
0.813934, 1
0.815587, 0
0.816092, 1
0.816598, 0
0.818251, 1
0.818756, 0
0.819262, 1
0.819767, 0
0.820272, 1
0.820777, 0
0.821282, 1
0.822936, 0
0.823441, 1
0.829247, 0
0.829752, 1
0.831406, 0
0.831911, 1
0.832416, 0
0.832921, 1
0.834575, 0
0.835080, 1
0.836733, 0
0.838387, 1
0.838892, 0
0.839398, 1
0.839903, 0
0.841556, 1
0.843210, 0
0.844863, 1
0.845368, 0
0.845874, 1
0.851678, 0
0.852184, 1
0.853837, 0
0.855491, 1
0.857144, 0
0.857649, 1
0.859303, 0
0.859808, 1
0.861462, 0
0.861967, 1
0.862472, 0
0.862977, 1
0.863482, 0
0.863988, 1
0.864493, 0
0.864998, 1
0.866652, 0
0.868305, 1
0.874110, 0
0.874615, 1
0.876269, 0
0.877922, 1
0.879576, 0
0.880081, 1
0.880586, 0
0.881091, 1
0.882745, 0
0.883250, 1
0.883755, 0
0.885409, 1
0.887062, 0
0.888716, 1
0.889221, 0
0.890875, 1
0.891380, 0
0.891885, 1
0.897691, 0
0.898196, 1
0.899850, 0
0.900355, 1
0.900860, 0
0.902514, 1
0.903019, 0
0.903524, 1
0.904029, 0
0.904534, 1
0.905040, 0
0.906693, 1
0.908347, 0
0.908852, 1
0.909357, 0
0.909862, 1
0.910368, 0
0.910873, 1
0.916675, 0
0.917181, 1
0.918834, 0
0.919339, 1
0.919845, 0
0.921498, 1
0.922003, 0
0.922509, 1
0.923014, 0
0.923519, 1
0.924024, 0
0.925678, 1
0.926183, 0
0.927837, 1
0.929490, 0
0.931144, 1
0.931649, 0
0.932154, 1
0.934856, 0
0.935395, 1
0.937014, 0
0.938633, 1
0.939172, 0
0.939712, 1
0.940251, 0
0.940791, 1
0.941330, 0
0.941870, 1
0.942409, 0
0.942949, 1
0.943488, 0
0.944027, 1
0.944567, 0
0.945106, 1
0.946725, 0
0.947264, 1
0.949962, 0
0.950501, 1
0.952120, 0
0.952659, 1
0.954278, 0
0.955897, 1
0.956437, 0
0.956976, 1
0.957516, 0
0.958056, 1
0.958595, 0
0.959135, 1
0.959674, 0
0.960214, 1
0.960753, 0
0.961292, 1
0.962911, 0
0.964530, 1
0.967227, 0
0.967767, 1
0.969385, 0
0.969924, 1
0.970464, 0
0.971003, 1
0.971542, 0
0.972082, 1
0.972621, 0
0.973161, 1
0.973700, 0
0.974240, 1
0.974780, 0
0.975319, 1
0.975858, 0
0.976398, 1
0.976937, 0
0.978556, 1
0.984364, 0
0.986018, 1
0.986523, 0
0.987029, 1
0.987534, 0
0.989187, 1
0.990841, 0
0.992494, 1
0.992999, 0
0.994653, 1
0.995158, 0
0.996812, 1
0.997317, 0
0.997822, 1
0.998327, 0
0.999981, 1
1.001634, 0
1.002140, 1
1.007945, 0
1.008451, 1
1.010104, 0
1.010609, 1
1.011114, 0
1.012768, 1
1.013273, 0
1.014927, 1
1.015432, 0
1.017086, 1
1.017591, 0
1.019244, 1
1.020898, 0
1.021403, 1
1.023057, 0
1.023562, 1
1.025215, 0
1.025721, 1
1.031525, 0
1.032031, 1
1.033684, 0
1.034189, 1
1.034694, 0
1.035200, 1
1.036853, 0
1.038507, 1
1.040160, 0
1.040665, 1
1.042319, 0
1.042824, 1
1.044478, 0
1.046131, 1
1.046636, 0
1.047142, 1
1.048795, 0
1.049301, 1
1.055105, 0
1.055610, 1
1.057264, 0
1.057769, 1
1.059423, 0
1.059928, 1
1.061581, 0
1.062087, 1
1.063740, 0
1.064245, 1
1.064750, 0
1.065256, 1
1.065761, 0
1.066266, 1
1.066771, 0
1.067277, 1
1.067782, 0
1.068287, 1
1.074093, 0
1.074598, 1
1.076252, 0
1.076757, 1
1.077262, 0
1.078916, 1
1.080569, 0
1.082223, 1
1.083876, 0
1.085530, 1
1.086035, 0
1.086540, 1
1.087045, 0
1.087551, 1
1.088056, 0
1.089709, 1
1.091363, 0
1.091868, 1
1.097673, 0
1.098178, 1
1.099831, 0
1.101485, 1
1.103139, 0
1.103644, 1
1.105297, 0
1.106951, 1
1.107456, 0
1.107961, 1
1.108466, 0
1.108972, 1
1.109477, 0
1.109982, 1
1.110487, 0
1.112141, 1
1.112646, 0
1.114300, 1
1.120104, 0
1.120610, 1
1.122263, 0
1.123917, 1
1.125570, 0
1.127224, 1
1.127729, 0
1.128234, 1
1.128739, 0
1.129245, 1
1.129750, 0
1.130255, 1
1.130760, 0
1.131265, 1
1.131770, 0
1.132276, 1
1.132781, 0
1.133286, 1
1.139090, 0
1.139595, 1
1.141249, 0
1.141754, 1
1.142259, 0
1.143913, 1
1.145566, 0
1.146071, 1
1.146576, 0
1.148230, 1
1.149884, 0
1.150389, 1
1.152042, 0
1.152548, 1
1.153053, 0
1.154706, 1
1.155211, 0
1.155717, 1
1.161519, 0
1.162025, 1
1.163678, 0
1.165332, 1
1.166985, 0
1.168639, 1
1.170292, 0
1.170798, 1
1.171303, 0
1.171808, 1
1.172313, 0
1.172818, 1
1.173324, 0
1.174977, 1
1.175482, 0
1.175988, 1
1.176493, 0
1.178146, 1
1.180848, 0
1.181388, 1
1.183009, 0
1.183549, 1
1.185170, 0
1.185710, 1
1.187331, 0
1.187871, 1
1.188411, 0
1.188952, 1
1.189492, 0
1.191112, 1
1.192733, 0
1.194353, 1
1.194893, 0
1.195434, 1
1.197054, 0
1.198676, 1
1.201378, 0
1.201918, 1
1.203538, 0
1.205159, 1
1.205699, 0
1.207321, 1
1.208941, 0
1.209481, 1
1.211102, 0
1.212722, 1
1.213262, 0
1.214884, 1
1.215425, 0
1.215965, 1
1.216505, 0
1.217045, 1
1.218665, 0
1.219206, 1
1.221907, 0
1.222447, 1
1.224068, 0
1.225689, 1
1.226229, 0
1.227851, 1
1.229471, 0
1.230012, 1
1.231632, 0
1.233253, 1
1.233793, 0
1.234334, 1
1.235954, 0
1.236495, 1
1.237035, 0
1.238656, 1
1.239196, 0
1.239737, 1
1.242439, 0
1.242979, 1
1.244600, 0
1.245141, 1
1.246762, 0
1.247303, 1
1.247843, 0
1.249464, 1
1.251086, 0
1.252707, 1
1.254328, 0
1.254869, 1
1.255409, 0
1.255950, 1
1.256490, 0
1.257030, 1
1.258652, 0
1.260273, 1
1.262975, 0
1.263515, 1
1.265136, 0
1.265677, 1
1.267297, 0
1.268918, 1
1.269458, 0
1.269998, 1
1.270539, 0
1.271079, 1
1.272700, 0
1.273240, 1
1.274861, 0
1.275402, 1
1.277022, 0
1.277563, 1
1.278103, 0
1.279724, 1
1.282426, 0
1.282966, 1
1.284587, 0
1.286209, 1
1.286749, 0
1.288371, 1
1.289992, 0
1.291613, 1
1.292153, 0
1.293777, 1
1.295398, 0
1.295938, 1
1.296478, 0
1.297018, 1
1.298638, 0
1.299179, 1
1.299719, 0
1.300259, 1
1.302959, 0
1.303500, 1
1.305120, 0
1.306741, 1
1.307281, 0
1.307822, 1
1.308362, 0
1.308902, 1
1.309442, 0
1.309982, 1
1.311603, 0
1.312143, 1
1.312683, 0
1.314304, 1
1.315924, 0
1.316464, 1
1.318085, 0
1.318625, 1
1.321327, 0
1.321867, 1
1.323488, 0
1.325109, 1
1.325650, 0
1.326190, 1
1.326730, 0
1.328352, 1
1.329974, 0
1.330514, 1
1.332135, 0
1.333756, 1
1.334296, 0
1.334837, 1
1.336457, 0
1.336997, 1
1.337537, 0
1.338078, 1
1.340780, 0
1.341320, 1
1.342941, 0
1.344562, 1
1.345102, 0
1.345643, 1
1.347264, 0
1.347804, 1
1.349425, 0
1.349966, 1
1.350506, 0
1.351046, 1
1.351586, 0
1.352127, 1
1.353747, 0
1.354288, 1
1.354828, 0
1.355368, 1
1.358069, 0
1.358609, 1
1.360226, 0
1.361845, 1
1.362384, 0
1.362924, 1
1.364542, 0
1.365082, 1
1.365621, 0
1.367240, 1
1.367780, 0
1.368319, 1
1.368859, 0
1.369399, 1
1.371017, 0
1.371557, 1
1.373176, 0
1.373715, 1
1.376413, 0
1.376953, 1
1.378571, 0
1.380189, 1
1.380728, 0
1.382347, 1
1.382887, 0
1.383426, 1
1.385045, 0
1.385584, 1
1.386124, 0
1.387743, 1
1.389361, 0
1.390980, 1
1.392599, 0
1.393138, 1
1.393678, 0
1.394217, 1
1.396915, 0
1.397454, 1
1.399073, 0
1.400691, 1
1.402310, 0
1.403929, 1
1.405547, 0
1.407166, 1
1.408784, 0
1.410402, 1
1.410942, 0
1.411481, 1
1.412020, 0
1.412560, 1
1.413099, 0
1.413639, 1
1.414178, 0
1.414718, 1
1.430496, 0
1.431002, 1
1.432655, 0
1.433160, 1
1.434814, 0
1.435319, 1
1.436973, 0
1.437478, 1
1.437983, 0
1.439637, 1
1.440142, 0
1.440647, 1
1.441152, 0
1.441658, 1
1.442163, 0
1.442668, 1
1.444321, 0
1.444827, 1
1.450630, 0
1.451136, 1
1.452789, 0
1.453294, 1
1.453800, 0
1.454305, 1
1.455958, 0
1.456464, 1
1.458117, 0
1.459771, 1
1.460276, 0
1.460781, 1
1.461286, 0
1.462940, 1
1.464593, 0
1.466247, 1
1.466752, 0
1.467257, 1
1.473060, 0
1.473565, 1
1.475219, 0
1.476872, 1
1.478526, 0
1.479031, 1
1.480684, 0
1.481190, 1
1.482843, 0
1.483349, 1
1.483854, 0
1.484359, 1
1.484864, 0
1.485369, 1
1.485874, 0
1.486380, 1
1.488033, 0
1.489687, 1
1.495490, 0
1.495995, 1
1.497648, 0
1.499302, 1
1.500955, 0
1.501461, 1
1.501966, 0
1.502471, 1
1.504125, 0
1.504630, 1
1.505135, 0
1.506789, 1
1.507294, 0
1.507799, 1
1.509452, 0
1.509958, 1
1.510463, 0
1.510968, 1
1.516772, 0
1.517277, 1
1.518931, 0
1.519436, 1
1.519941, 0
1.520446, 1
1.522100, 0
1.522605, 1
1.523110, 0
1.523615, 1
1.524121, 0
1.525774, 1
1.527428, 0
1.529081, 1
1.529586, 0
1.531240, 1
1.532893, 0
1.533399, 1
1.539201, 0
1.539707, 1
1.541360, 0
1.541865, 1
1.542371, 0
1.544024, 1
1.544529, 0
1.545035, 1
1.545540, 0
1.546045, 1
1.547699, 0
1.548204, 1
1.548709, 0
1.550363, 1
1.552016, 0
1.553670, 1
1.555323, 0
1.555828, 1
1.558530, 0
1.559070, 1
1.560689, 0
1.562308, 1
1.562848, 0
1.563388, 1
1.563927, 0
1.564467, 1
1.565006, 0
1.565546, 1
1.566086, 0
1.566626, 1
1.567165, 0
1.567705, 1
1.568245, 0
1.568784, 1
1.570403, 0
1.570943, 1
1.573642, 0
1.574181, 1
1.575800, 0
1.576340, 1
1.577960, 0
1.579580, 1
1.580119, 0
1.580659, 1
1.581199, 0
1.581739, 1
1.582279, 0
1.582819, 1
1.583358, 0
1.583898, 1
1.584438, 0
1.584978, 1
1.586597, 0
1.588217, 1
1.590916, 0
1.591456, 1
1.593075, 0
1.593615, 1
1.594155, 0
1.594695, 1
1.595234, 0
1.595774, 1
1.596314, 0
1.596854, 1
1.597393, 0
1.597933, 1
1.598473, 0
1.599013, 1
1.599552, 0
1.600092, 1
1.600632, 0
1.602251, 1
1.608063, 0
1.608568, 1
1.610221, 0
1.610727, 1
1.612380, 0
1.612886, 1
1.614539, 0
1.615044, 1
1.615549, 0
1.617203, 1
1.617708, 0
1.618214, 1
1.618719, 0
1.619224, 1
1.619729, 0
1.620234, 1
1.621888, 0
1.622393, 1
1.628197, 0
1.628702, 1
1.630355, 0
1.630861, 1
1.631366, 0
1.631871, 1
1.633525, 0
1.634030, 1
1.635683, 0
1.637337, 1
1.637842, 0
1.638347, 1
1.638852, 0
1.640506, 1
1.642160, 0
1.643813, 1
1.644318, 0
1.644824, 1
1.650626, 0
1.651132, 1
1.652785, 0
1.654439, 1
1.656092, 0
1.656597, 1
1.658251, 0
1.658756, 1
1.660409, 0
1.660915, 1
1.661420, 0
1.661925, 1
1.662430, 0
1.662936, 1
1.663441, 0
1.663946, 1
1.665600, 0
1.667253, 1
1.673056, 0
1.673561, 1
1.675215, 0
1.676868, 1
1.677373, 0
1.677879, 1
1.678384, 0
1.680037, 1
1.680542, 0
1.682196, 1
1.683850, 0
1.684355, 1
1.686008, 0
1.686514, 1
1.687019, 0
1.687524, 1
1.689177, 0
1.689683, 1
1.695488, 0
1.695994, 1
1.697647, 0
1.698152, 1
1.698658, 0
1.699163, 1
1.700816, 0
1.702470, 1
1.704123, 0
1.704629, 1
1.706282, 0
1.707936, 1
1.708441, 0
1.710094, 1
1.710600, 0
1.712253, 1
1.712758, 0
1.713264, 1
1.719068, 0
1.719574, 1
1.721227, 0
1.721732, 1
1.722237, 0
1.723891, 1
1.724396, 0
1.724901, 1
1.725407, 0
1.725912, 1
1.727565, 0
1.729219, 1
1.729724, 0
1.730229, 1
1.731883, 0
1.732388, 1
1.734042, 0
1.734547, 1
1.740350, 0
1.740855, 1
1.742508, 0
1.743014, 1
1.743519, 0
1.744024, 1
1.744529, 0
1.746183, 1
1.747836, 0
1.749490, 1
1.749995, 0
1.751649, 1
1.752154, 0
1.752659, 1
1.753164, 0
1.754818, 1
1.755323, 0
1.755828, 1
1.761632, 0
1.762137, 1
1.763791, 0
1.765444, 1
1.767098, 0
1.767603, 1
1.769256, 0
1.769762, 1
1.771415, 0
1.771920, 1
1.772426, 0
1.772931, 1
1.774584, 0
1.776238, 1
1.776743, 0
1.777248, 1
1.777753, 0
1.779407, 1
1.785212, 0
1.785717, 1
1.787370, 0
1.787876, 1
1.788381, 0
1.790035, 1
1.791688, 0
1.792193, 1
1.793847, 0
1.794352, 1
1.796005, 0
1.796511, 1
1.798164, 0
1.798669, 1
1.799175, 0
1.800828, 1
1.802482, 0
1.802987, 1
1.808792, 0
1.809297, 1
1.810950, 0
1.811456, 1
1.813109, 0
1.813614, 1
1.814120, 0
1.814625, 1
1.815130, 0
1.815635, 1
1.816140, 0
1.816646, 1
1.817151, 0
1.817656, 1
1.818161, 0
1.819815, 1
1.820320, 0
1.820825, 1
1.826629, 0
1.827134, 1
1.828788, 0
1.829293, 1
1.829798, 0
1.831452, 1
1.831957, 0
1.833610, 1
1.835264, 0
1.835769, 1
1.836274, 0
1.837928, 1
1.839581, 0
1.840087, 1
1.841740, 0
1.842245, 1
1.842751, 0
1.843256, 1
1.849058, 0
1.849564, 1
1.851217, 0
1.852871, 1
1.854524, 0
1.855030, 1
1.855535, 0
1.856040, 1
1.856545, 0
1.857050, 1
1.857556, 0
1.858061, 1
1.858566, 0
1.859071, 1
1.860725, 0
1.861230, 1
1.861735, 0
1.863389, 1
1.869191, 0
1.869697, 1
1.871350, 0
1.873004, 1
1.874657, 0
1.875162, 1
1.876816, 0
1.877321, 1
1.877826, 0
1.878332, 1
1.878837, 0
1.879342, 1
1.879847, 0
1.881501, 1
1.882006, 0
1.883660, 1
1.885313, 0
1.885818, 1
1.891622, 0
1.892127, 1
1.893781, 0
1.894286, 1
1.894791, 0
1.895296, 1
1.895802, 0
1.897455, 1
1.897960, 0
1.898466, 1
1.898971, 0
1.899476, 1
1.899981, 0
1.901635, 1
1.903288, 0
1.904942, 1
1.905447, 0
1.905952, 1
1.911755, 0
1.912260, 1
1.913914, 0
1.915567, 1
1.917221, 0
1.917726, 1
1.918231, 0
1.918737, 1
1.919242, 0
1.919747, 1
1.920252, 0
1.921906, 1
1.922411, 0
1.924064, 1
1.924570, 0
1.925075, 1
1.926728, 0
1.928382, 1
1.931101, 0
1.931641, 1
1.933261, 0
1.934881, 1
1.935421, 0
1.937041, 1
1.937581, 0
1.938121, 1
1.939741, 0
1.940281, 1
1.940821, 0
1.942441, 1
1.944060, 0
1.945679, 1
1.947299, 0
1.947839, 1
1.948378, 0
1.948918, 1
1.951618, 0
1.952157, 1
1.953777, 0
1.954317, 1
1.955936, 0
1.956476, 1
1.957016, 0
1.958636, 1
1.960256, 0
1.961876, 1
1.962416, 0
1.962956, 1
1.963496, 0
1.965115, 1
1.965655, 0
1.967276, 1
1.967815, 0
1.969438, 1
1.972139, 0
1.972679, 1
1.974300, 0
1.974840, 1
1.976460, 0
1.978080, 1
1.978620, 0
1.980240, 1
1.980780, 0
1.982400, 1
1.982940, 0
1.983480, 1
1.984020, 0
1.984560, 1
1.986180, 0
1.986721, 1
1.987261, 0
1.988881, 1
1.991580, 0
1.992120, 1
1.993740, 0
1.994280, 1
1.995900, 0
1.997519, 1
1.998059, 0
1.999678, 1
